,dur,staA_id,staA_name,staB_id,staB_name,veh_id,passen_type,passen_gender,travel_date,travel_id,veh_count
21270,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,3061,3,Male,3/26/2018,13279,16
21271,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),116,Mississippi St at 17th St,114,2,Male,5/27/2020,12729,32
21272,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),60,8th St at Ringold St,4931,2,Male,1/15/2017,16023,17
21273,2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,4967,2,Female,11/14/2018,6587,38
21274,11 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,4921,2,Male,3/5/2019,5283,34
21275,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,5498,2,Female,8/3/2021,20581,4
21276,3 minutes,22,Howard St at Beale St,14,Clay St at Battery St,5082,1,Male,6/22/2020,17113,2
21277,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),4940,2,Male,3/14/2021,2797,7
21278,19 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5024,2,Female,2/12/2021,11814,2
21279,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,4878,3,Male,5/5/2017,10431,39
21280,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),5266,3,Female,4/12/2018,12364,17
21281,11 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,5496,2,Male,12/5/2019,7684,10
21282,5 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,5052,3,Male,1/1/2018,13615,27
21283,6 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4739,1,Male,2/28/2017,22035,9
21284,11 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5237,1,Male,5/12/2018,1891,9
21285,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,2474,3,Male,4/19/2021,3578,38
21286,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5364,2,Male,11/16/2019,9584,33
21287,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4432,3,Male,6/15/2021,1822,16
21288,7 minutes,16,Steuart St at Market St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),4735,2,Male,4/16/2019,3115,6
21289,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),343,Bryant St at 2nd St,5324,2,Male,12/10/2020,10498,18
21290,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),9,Broadway at Battery St,6147,1,Male,2/9/2019,9378,27
21291,4 minutes,3,Powell St BART Station (Market St at 4th St),36,Folsom St at 3rd St,1525,3,Female,11/1/2020,10700,11
21292,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,1985,2,Male,12/2/2020,12417,3
21293,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,3616,1,Male,9/3/2017,9607,24
21294,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,2008,1,Male,5/2/2021,8285,35
21295,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4967,1,Male,10/3/2021,4775,10
21296,5 minutes,22,Howard St at Beale St,49,S Park St at 3rd St,4742,2,Male,3/3/2017,24327,39
21297,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),61,Howard St at 8th St,4826,2,Male,12/17/2017,20338,38
21298,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5175,2,Female,3/3/2021,14905,4
21299,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5537,1,Male,3/20/2021,14894,32
21300,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,2558,2,Male,2/19/2021,6903,34
21301,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4383,2,Male,8/25/2017,13790,27
21302,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),22,Howard St at Beale St,5082,2,Male,2/18/2020,20349,2
21303,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,5032,2,Male,9/9/2018,7348,33
21304,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),24,Spear St at Folsom St,5315,2,Male,3/12/2020,3658,30
21305,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5354,2,Male,6/3/2020,17501,2
21306,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),63,Bryant St at 6th St,4601,1,Female,7/2/2017,21386,16
21307,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,4774,2,Male,12/19/2020,3351,36
21308,8 minutes,16,Steuart St at Market St,81,Berry St at 4th St,2743,1,Male,10/24/2017,20355,31
21309,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,5561,2,Male,11/17/2020,14030,39
21310,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5057,1,Male,12/19/2020,16387,28
21311,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,2165,1,Female,12/27/2018,13479,25
21312,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),92,Mission Bay Kids Park,5291,2,Male,9/5/2021,2478,25
21313,13 minutes,16,Steuart St at Market St,90,Townsend St at 7th St,1899,1,Male,2/21/2019,4279,32
21314,11 minutes,3,Powell St BART Station (Market St at 4th St),81,Berry St at 4th St,498,2,Male,3/22/2018,16720,15
21315,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5400,1,Male,6/9/2021,8984,18
21316,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,5233,2,Female,1/15/2018,716,4
21317,7 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),5538,2,Female,11/14/2017,7814,35
21318,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,4611,1,Male,1/17/2017,5119,18
21319,9 minutes,81,Berry St at 4th St,8,The Embarcadero at Vallejo St,5424,2,Female,11/23/2020,7854,29
21320,9 minutes,22,Howard St at Beale St,81,Berry St at 4th St,2317,3,Male,7/24/2018,9536,31
21321,14 minutes,22,Howard St at Beale St,102,Irwin St at 8th St,2644,3,Male,2/27/2021,20261,5
21322,5 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,1871,2,Male,5/21/2019,23938,15
21323,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5145,3,Male,9/11/2017,11613,16
21324,7 minutes,16,Steuart St at Market St,324,Union Square (Powell St at Post St),5249,2,Male,9/13/2018,3407,32
21325,4 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,4810,1,Other,9/6/2017,25741,21
21326,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),26,1st St at Folsom St,5222,2,Female,4/25/2017,22645,29
21327,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5531,3,Male,7/28/2019,17845,13
21328,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,1582,3,Male,12/15/2017,13006,28
21329,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),2473,3,Male,1/17/2019,5432,10
21330,7 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5315,1,Male,5/23/2019,4478,18
21331,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,5249,2,Male,2/15/2019,18193,11
21332,6 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,5422,3,Male,4/22/2021,23190,22
21333,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,3355,3,Female,2/5/2021,1060,20
21334,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,1358,3,Female,5/20/2019,12301,0
21335,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,5360,2,Female,4/3/2019,23948,13
21336,9 minutes,81,Berry St at 4th St,4,Cyril Magnin St at Ellis St,5541,1,Male,9/14/2018,13828,26
21337,14 minutes,81,Berry St at 4th St,14,Clay St at Battery St,817,3,Male,4/5/2019,4741,5
21338,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,5468,3,Female,4/13/2018,15140,10
21339,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),345,Hubbell St at 16th St,5489,3,Female,1/28/2018,4625,33
21340,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),97,14th St at Mission St,3061,1,Male,11/20/2019,23273,20
21341,9 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,3197,3,Female,2/28/2017,24320,17
21342,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),4715,2,Male,8/12/2020,2969,12
21343,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5051,2,Male,9/1/2018,7128,28
21344,11 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4611,2,Male,2/7/2018,2560,2
21345,11 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),3355,2,Male,7/13/2018,19398,21
21346,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),41,Golden Gate Ave at Polk St,5271,3,Male,2/9/2020,18383,11
21347,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,3446,3,Female,10/15/2017,25499,5
21348,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),3586,3,Male,9/11/2021,6329,12
21349,7 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,5424,2,Male,11/3/2020,2640,2
21350,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),37,2nd St at Folsom St,5001,2,Male,10/1/2021,10543,18
21351,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),13,Commercial St at Montgomery St,5272,2,Male,10/7/2019,7835,14
21352,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4712,1,Male,4/24/2020,24917,24
21353,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,5140,3,Male,10/14/2021,8496,36
21354,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),93,4th St at Mission Bay Blvd S,1052,3,Male,10/6/2017,25187,35
21355,5 minutes,22,Howard St at Beale St,349,Howard St at Mary St,5228,3,Male,9/25/2020,9564,29
21356,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,5521,2,Female,10/19/2017,21291,35
21357,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),336,Potrero Ave and Mariposa St,5220,2,Male,7/7/2017,11756,0
21358,10 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,1888,2,Male,2/28/2020,8664,13
21359,2 minutes,22,Howard St at Beale St,17,Embarcadero BART Station (Beale St at Market St),1919,2,Male,11/18/2018,23652,10
21360,3 minutes,22,Howard St at Beale St,343,Bryant St at 2nd St,4725,2,Male,7/11/2021,11877,39
21361,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),22,Howard St at Beale St,1871,2,Male,11/13/2020,11500,25
21362,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),63,Bryant St at 6th St,4616,2,Male,8/23/2018,1380,20
21363,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),100,Bryant St at 15th St,2933,2,Female,9/19/2017,12648,39
21364,16 minutes,16,Steuart St at Market St,104,4th St at 16th St,2706,2,Female,5/6/2017,14456,31
21365,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,1596,2,Female,10/19/2017,10856,12
21366,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),75,Market St at Franklin St,5070,2,Male,4/10/2017,16673,35
21367,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,1516,2,Male,4/24/2017,76,28
21368,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,5296,3,Female,6/10/2017,10744,15
21369,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),25,Howard St at 2nd St,4804,3,Male,1/27/2020,2699,2
21370,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,492,3,Male,12/4/2017,22315,37
21371,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),114,Rhode Island St at 17th St,5346,2,Male,6/28/2019,1497,14
21372,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),25,Howard St at 2nd St,5060,2,Male,7/4/2017,588,19
21373,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,5140,3,Male,12/16/2018,6363,38
21374,10 minutes,16,Steuart St at Market St,81,Berry St at 4th St,4652,3,Male,2/3/2021,7325,3
21375,11 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,5420,2,Male,12/11/2021,11236,14
21376,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5220,3,Male,7/17/2021,4801,7
21377,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),21,Montgomery St BART Station (Market St at 2nd St),4432,2,Male,5/15/2018,18507,19
21378,2 minutes,22,Howard St at Beale St,25,Howard St at 2nd St,3381,2,Female,4/16/2020,9740,23
21379,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,5005,3,Female,8/23/2019,1383,13
21380,14 minutes,3,Powell St BART Station (Market St at 4th St),365,Turk St at Fillmore St,1286,2,Female,2/18/2017,3368,9
21381,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,4774,1,Male,2/17/2018,15290,6
21382,5 minutes,22,Howard St at Beale St,13,Commercial St at Montgomery St,1072,1,Male,4/28/2019,23823,14
21383,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,5451,1,Male,2/24/2017,2154,5
21384,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,4977,2,Male,5/7/2020,17548,20
21385,4 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5561,3,Male,9/10/2018,25408,30
21386,15 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,5459,3,Male,5/21/2018,16860,15
21387,4 minutes,81,Berry St at 4th St,104,4th St at 16th St,4941,1,Male,3/16/2018,6957,31
21388,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,5298,2,Male,10/24/2019,16623,3
21389,10 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,4422,2,Male,5/18/2018,5142,2
21390,8 minutes,3,Powell St BART Station (Market St at 4th St),93,4th St at Mission Bay Blvd S,3709,3,Male,6/23/2018,20887,25
21391,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,507,2,Male,6/24/2020,16640,27
21392,12 minutes,5,Powell St BART Station (Market St at 5th St),43,San Francisco Public Library (Grove St at Hyde St),4318,3,Female,5/17/2017,18068,31
21393,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),10,Washington St at Kearny St,5006,2,Female,2/4/2021,20766,4
21394,3 minutes,5,Powell St BART Station (Market St at 5th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),2799,2,Male,8/8/2021,1783,13
21395,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),96,Dolores St at 15th St,5019,2,Male,7/5/2017,14519,35
21396,6 minutes,22,Howard St at Beale St,34,Father Alfred E Boeddeker Park,4976,2,Male,12/24/2020,13656,5
21397,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),115,Jackson Playground,1618,3,Male,2/19/2017,11705,29
21398,4 minutes,5,Powell St BART Station (Market St at 5th St),62,Victoria Manalo Draves Park,1383,3,Female,10/12/2019,14488,2
21399,4 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),2197,2,Male,7/23/2019,3727,6
21400,16 minutes,3,Powell St BART Station (Market St at 4th St),28,The Embarcadero at Bryant St,495,2,Male,9/28/2018,7183,33
21401,21 minutes,16,Steuart St at Market St,90,Townsend St at 7th St,2113,1,Male,11/20/2021,2290,29
21402,17 minutes,16,Steuart St at Market St,78,Folsom St at 9th St,3371,3,Male,3/5/2019,17398,5
21403,7 minutes,5,Powell St BART Station (Market St at 5th St),75,Market St at Franklin St,1959,1,Male,2/17/2019,4212,1
21404,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,5354,2,Male,4/20/2021,9337,31
21405,5 minutes,16,Steuart St at Market St,11,Davis St at Jackson St,4619,1,Female,10/26/2019,17230,31
21406,7 minutes,16,Steuart St at Market St,11,Davis St at Jackson St,5291,1,Male,2/20/2018,17014,8
21407,5 minutes,3,Powell St BART Station (Market St at 4th St),64,5th St at Brannan St,5346,2,Male,5/22/2020,25486,26
21408,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,4941,3,Male,2/19/2021,2120,10
21409,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),133,Valencia St at 22nd St,5386,1,Male,5/18/2018,8386,18
21410,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),62,Victoria Manalo Draves Park,5360,3,Female,9/12/2018,15333,39
21411,12 minutes,22,Howard St at Beale St,350,8th St at Brannan St,4741,2,Male,6/22/2018,11693,31
21412,17 minutes,5,Powell St BART Station (Market St at 5th St),100,Bryant St at 15th St,1194,2,Male,4/10/2017,10117,29
21413,9 minutes,3,Powell St BART Station (Market St at 4th St),76,McCoppin St at Valencia St,5253,1,Male,9/5/2020,2181,11
21414,7 minutes,22,Howard St at Beale St,81,Berry St at 4th St,2586,2,Male,2/7/2020,14410,20
21415,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),75,Market St at Franklin St,5024,2,Male,4/9/2018,6663,35
21416,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),62,Victoria Manalo Draves Park,5249,2,Male,5/12/2020,5626,7
21417,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,5275,2,Male,5/19/2017,9540,18
21418,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4977,2,Male,6/8/2021,19274,31
21419,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4842,2,Male,5/6/2019,17820,3
21420,11 minutes,3,Powell St BART Station (Market St at 4th St),6,The Embarcadero at Sansome St,4657,3,Male,5/5/2019,3530,14
21421,6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,2527,2,Female,12/21/2019,17184,16
